CO,PT08.S1,PT08.S2,PT08.S3,PT08.S4,PT08.S5,T,RH,AH
2.2,1242,944,846,1638,991,11.3,78.1,1.0411
2.6,1349,1023,804,1748,1054,13.6,69.2,1.0746
3.1,1390,1100,755,1799,1192,14.9,59.3,0.9974
2.3,1224,980,850,1637,1055,15.7,50.9,0.8997
2.4,1253,1026,810,1681,1048,15.2,52.9,0.9087
2.8,1312,1041,821,1712,1073,15.5,50.8,0.8881
2.7,1254,1033,819,1669,1068,14.3,52.9,0.8581
2.3,1198,953,882,1588,1019,13.2,56,0.8446
1.5,1060,787,1044,1418,833,12.6,57,0.8315
1.4,1050,769,1078,1409,759,12.3,57.8,0.8224
1.2,1029,754,1098,1395,749,12,58.4,0.8164
1.6,1143,825,986,1477,978,12,61.6,0.8593
1.2,1044,770,1031,1425,944,11.5,63.9,0.8652
1.1,1034,716,1085,1405,891,10.7,67.2,0.863
0.9,956,713,1099,1422,849,9,73.1,0.8394
0.7,909,615,1237,1322,790,10.2,66.6,0.8299
0.9,996,648,1176,1340,852,11,63.7,0.8325
1.7,1154,876,1002,1561,987,9.6,68.8,0.8243
4.2,1510,1291,675,1949,1435,9.5,69.6,0.8273
6.2,1722,1595,539,2439,1798,11.9,60.9,0.8455
4.6,1512,1323,631,2001,1677,16.2,48.6,0.8892
2.8,1258,1040,800,1701,1282,19.2,39.6,0.8693
1.6,1094,850,970,1489,871,19.7,38.4,0.8743
1.7,1129,875,974,1524,759,20.6,36.7,0.8797
1.7,1125,924,937,1542,790,21.8,33.9,0.8771
3.3,1308,1193,793,1193,1187,23.6,27.5,0.7913
4.2,1529,1331,700,2028,1399,22.8,32.1,0.8814
5.5,1592,1429,624,2089,1644,20.8,36.7,0.8878
4.9,1536,1302,666,1922,1599,18.3,40.9,0.8493
2.5,1192,1007,827,1604,1223,16.8,44,0.8341
2,1186,976,844,1570,1200,15.8,48,0.8569
2,1203,920,898,1529,1118,14.9,52,0.8757
2,1139,899,921,1514,1067,14.1,54.4,0.8701
1.3,1072,795,986,1442,1048,13.3,58.8,0.8922
1,954,667,1180,1350,718,13.3,60.9,0.9229
0.9,951,673,1137,1381,797,11.8,64.3,0.8869
0.83333,926,638,1195,1342,749,11.2,65.9,0.8775
0.7,968,628,1197,1372,737,11.3,72.9,0.9738
1.1,1067,727,1055,1448,903,11.4,71.8,0.9671
2.6,1386,1083,798,1833,1159,11.9,73.7,1.0254
3.9,1474,1306,634,2060,1365,12.6,70.2,1.0221
5,1569,1316,634,2054,1510,13.6,65.3,1.0136
3.3,1375,1177,706,1898,1386,16.9,52.3,1.0013
2.9,1328,1123,738,1821,1368,19.4,44.1,0.9855
3.1,1341,1176,748,1825,1347,22.9,33.8,0.9322
3,1297,1183,765,1773,1242,23.6,31.3,0.9001
2.7,1303,1139,790,1761,1138,24.7,30.5,0.9371
2.7,1281,1116,809,1703,1080,26.1,27.3,0.9101
2.6,1248,1103,872,1632,1002,27.6,22.8,0.8288
3.7,1382,1288,778,1799,1212,26.9,22.3,0.7792
4.5,1491,1385,685,1915,1486,24.3,30.1,0.9012
4.7,1620,1407,641,2052,1567,21.2,40.1,0.9978
5.5,1693,1439,618,2083,1723,19.4,42.5,0.9483
3,1374,1121,771,1685,1399,18.5,43,0.9074
1.9,1287,982,841,1582,1291,17.8,47,0.9467
2.3,1408,1052,761,1684,1443,16.8,53.2,1.01
1.6,1254,941,828,1566,1270,17.1,51.8,0.999
1.3,1141,827,936,1488,1110,16.2,54.2,0.9933
1.2,1141,777,986,1455,1060,15.1,58.2,0.9886
0.9,1042,697,1056,1410,965,15.1,57.6,0.9796
0.8,986,651,1145,1380,891,14.5,58,0.9488
0.8,1005,673,1103,1387,905,13.7,61.6,0.9631
0.9,1041,683,1112,1398,899,13.9,59.6,0.9408
2,1272,959,846,1660,1136,13.3,61.7,0.9399
3,1436,1154,704,1872,1391,15.1,55.8,0.9486
3.1,1472,1126,720,1816,1460,17,50.5,0.9684
3.1,1461,1127,703,1836,1451,15.6,57.4,1.0075
3,1430,1107,713,1853,1409,16.6,55.2,1.0382
3.2,1498,1171,684,1942,1434,17,54.3,1.0434
3.1,1454,1162,682,1915,1457,18,51.5,1.0552
2.5,1402,1069,733,1793,1325,19.5,47.5,1.0653
2.1,1327,971,803,1705,1120,21.6,41.7,1.0606
2,1273,963,832,1662,931,22.2,38.3,1.0106
3.2,1457,1190,678,1877,1212,20.3,42.8,1.0053
4.1,1543,1290,631,2011,1353,19.7,45.4,1.0312
3.9,1499,1239,651,1957,1359,18.8,47.5,1.0199
3.1,1378,1102,742,1796,1273,17.9,49.4,1.0064
2,1243,928,852,1622,1079,17.5,50.9,1.009
1.7,1196,885,884,1589,973,17.4,51.8,1.023
1.6,1137,869,890,1554,951,17,53.9,1.0363
1,1015,718,1065,1428,714,16.6,55.4,1.0408
0.8,978,635,1188,1382,579,15.9,57,1.0224
0.5,933,547,1357,1336,542,15,59.2,1.0059
0.5,927,579,1267,1370,562,14.5,61.4,1.0041
0.5,908,569,1303,1360,526,14.1,61.6,0.9883
0.8,980,677,1141,1435,659,14.6,58.8,0.9711
1.7,1236,920,880,1641,1012,14.4,58.9,0.9594
4.5,1664,1407,594,2198,1564,15.3,55.2,0.9538
6.2,1757,1636,494,2560,1806,16.2,52.5,0.9576
4.4,1524,1350,588,2096,1604,18.4,46.3,0.9734
2.9,1329,1119,707,1823,1288,19.6,41.8,0.9407
1.6,1167,884,881,1580,931,20.2,40.1,0.937
2.6,1369,1132,715,1818,1162,20.9,36.6,0.8939
2.9,1284,1103,755,1704,1064,20.4,34.7,0.8229
2.5,1221,1032,811,1630,913,19.3,35.4,0.7813
1.9,1096,947,872,1519,684,18.6,36.9,0.7829
1.9,1143,988,849,1590,710,18.8,36.8,0.7883
2.7,1251,1116,760,1716,923,17.5,40.6,0.8068
3,1268,1148,728,1776,1006,16.8,44.3,0.8428
3.3,1314,1150,726,1784,1083,16.3,47.7,0.8746
3.2,1315,1142,724,1807,1161,15.6,50.7,0.8947
1.8,1095,918,896,1527,800,15.7,49.4,0.8768
1.3,1027,808,996,1458,647,15.8,48.6,0.8653
1.1,1012,752,1053,1393,649,15.7,47,0.8325
0.9,948,710,1127,1352,575,15.7,45.9,0.8121
0.7,889,603,1308,1271,455,15.6,44.9,0.792
0.4,830,538,1475,1214,392,15.6,44.4,0.7827
0.3,801,464,1749,1154,340,16.1,42.4,0.7718
0.3,804,468,1826,1166,320,15.7,45.4,0.8063
0.3,824,478,1705,1200,331,15.3,50.1,0.8617
0.8,1000,688,1257,1398,426,14.2,58.6,0.9443
2.8,1307,1082,777,1769,830,14.3,58.2,0.9431
3.1,1286,1171,716,1821,1006,15,52,0.8817
2.3,1150,925,865,1576,820,13.6,61.4,0.9519
1.6,1087,876,911,1554,737,16.1,53.1,0.9675
1.5,1016,839,991,1448,790,16.6,44.3,0.8294
1.6,1029,892,937,1474,760,17.4,40.3,0.7922
1.8,1109,943,883,1604,767,18.1,42.2,0.8679
1.4,997,817,1030,1426,626,14.4,51.8,0.8433
1.9,1177,880,927,1552,776,10.9,76.4,0.9953
1.2,1045,808,1038,1421,589,16.4,47.7,0.8819
2.3,1171,1073,847,1623,872,18,37.1,0.7598
3.3,1221,1101,799,1700,996,14.7,48.7,0.8089
3.1,1262,1133,774,1748,1033,11.3,71.3,0.9514
3.3,1207,1013,876,1632,982,10,74,0.9087
1.2,956,666,1235,1282,518,9.8,71.8,0.8702
1.3,1020,727,1153,1391,631,9.3,75.2,0.8796
1.9,1107,861,957,1510,879,9.6,76,0.9088
1.4,1020,752,1074,1398,839,9.3,75,0.8799
1.5,1051,798,1016,1455,876,9,76.7,0.8825
1.1,965,716,1087,1383,827,8.2,79.6,0.8672
0.8,890,672,1183,1338,781,7.6,80.6,0.8437
0.6,823,568,1366,1263,699,8.3,75.6,0.8302
0.8,869,642,1291,1288,723,8.1,72.1,0.7798
1.1,939,754,1169,1384,797,8.1,70.4,0.7609
2.6,1274,1109,820,1723,1138,8.1,70.5,0.7627
5.1,1512,1482,596,2189,1605,9.9,64.3,0.7859
4.2,1435,1271,676,1885,1569,13,54.2,0.809
2.6,1207,1041,813,1620,1319,16.5,42.6,0.7912
2.4,1223,1075,818,1678,1198,19.3,34.2,0.7566
2.1,1121,1026,865,1541,958,21.5,27.4,0.6941
2.6,1176,1123,816,1609,1068,20.4,26.7,0.6323
2.8,1144,1114,845,1551,1010,20.6,22.6,0.5432
2.5,1136,1089,856,1552,928,20.6,24.8,0.5931
1.9,1085,1004,888,1454,816,21,25.4,0.6264
3.6,1297,1287,723,1798,1216,21.5,24.5,0.6203
4.6,1408,1404,646,1972,1463,19.3,28.6,0.6357
6.3,1618,1530,579,2167,1791,18,32.9,0.6737
4.3,1319,1172,746,1699,1425,15.8,39.8,0.7096
1.6,1045,857,968,1410,922,15.3,41.5,0.7194
1.4,1058,824,993,1411,971,14.1,46,0.7363
2.3,1176,917,866,1560,1151,12,67.9,0.9523
1.3,1047,783,1014,1449,975,12,66.9,0.9336
1.7,1116,854,929,1533,1034,11.5,70.1,0.9503
1.7,1074,832,951,1507,980,11.4,69.8,0.939
1,922,687,1142,1390,825,11.1,69.3,0.9128
0.8,898,669,1163,1386,807,10.8,70.3,0.9092
1,970,708,1121,1435,842,10.2,73.4,0.9129
1.4,1073,812,988,1500,950,10.8,70.5,0.9142
1.7,1081,906,895,1591,1024,11,71,0.9279
2,1159,976,837,1663,1098,12.4,64,0.9206
2,1112,931,869,1588,1011,15,53.1,0.8993
1.9,1112,917,897,1542,931,16.6,44.4,0.8313
2.1,1063,877,971,1481,811,18,38.4,0.7862
1.8,1032,892,973,1457,756,20.6,30,0.7213
1.5,936,829,1054,1336,607,19.9,26.7,0.6137
1.3,883,766,1152,1238,498,19.8,23.1,0.5283
1.4,942,852,1055,1318,540,21.4,22.7,0.5722
1.5,943,850,1084,1296,544,22.1,21.3,0.5605
1.7,1007,875,1027,1357,620,21.1,24.5,0.604
2,1037,927,949,1426,740,18.3,31.6,0.6562
2.5,1127,1022,871,1534,921,16.1,35,0.6372
2.4,1123,996,861,1551,1033,14.8,41.5,0.6929
2,1110,909,916,1487,984,13.2,50.3,0.7577
2.9,1247,1037,812,1618,1193,12.3,55.5,0.7916
2.5,1220,967,844,1545,1219,11.8,56.6,0.7833
1.4,1028,770,1047,1326,913,11.2,56.2,0.7469
1.2,978,711,1144,1304,750,11,56.6,0.7418
1,949,694,1160,1310,772,9.3,64.3,0.7531
1,910,709,1162,1329,712,8.8,66,0.7501
0.7,863,651,1224,1286,712,7.8,70.4,0.7463
0.7,836,643,1244,1306,727,7.7,70.7,0.7463
0.8,856,644,1259,1301,746,7.4,71,0.7346
0.9,888,651,1240,1298,733,8.2,66.6,0.7283
1.1,912,694,1196,1343,727,8.7,64.3,0.7267
1,938,706,1177,1320,642,13,47.9,0.7116
1.6,1053,823,1040,1386,810,17.4,35.4,0.699
1.8,1087,870,1014,1412,851,20.2,29.2,0.683
2.6,1153,945,969,1425,911,22.7,22.9,0.6224
1.1,894,710,1209,1200,611,22.3,22.4,0.5955
0.6,797,606,1452,1076,368,22.2,18.9,0.4993
0.9,854,658,1409,1108,369,22,19,0.4969
1,892,665,1348,1150,394,21,23.6,0.5788
1.2,935,672,1299,1183,415,19.6,27.4,0.6162
1.4,989,709,1225,1233,469,17.9,30.8,0.6258
2,1063,797,1079,1285,607,16.4,35.3,0.6532
1.1,922,674,1220,1205,498,15.6,37.5,0.6575
1.1,925,680,1223,1217,481,15.5,36.7,0.6438
1.1,924,648,1272,1186,465,14.5,39,0.6428
1.1,914,661,1256,1187,478,14.2,38.2,0.6163
0.7,840,556,1474,1094,366,13.7,38.3,0.5957
0.6,799,514,1615,1036,332,14.1,34,0.5442
0.7,856,581,1448,1111,346,14.6,34,0.5605
0.6,830,560,1452,1066,350,14.4,32.8,0.5364
0.3,753,462,1822,955,274,13.9,30.9,0.4868
0.3,785,448,1923,1003,263,13.5,37.9,0.5852
0.4,835,472,1756,1117,314,13.9,43.6,0.6871
0.5,865,494,1613,1185,367,13.5,50.1,0.7706
0.6,922,541,1453,1246,432,13.3,53.6,0.8169
0.8,975,598,1268,1293,536,13.4,56,0.8576
1,1040,646,1210,1325,555,13,59.6,0.886
1.3,1115,707,1105,1384,677,12.7,62.7,0.9173
1.1,1004,641,1201,1305,557,12.1,60.5,0.8505
0.6,895,536,1415,1229,421,11.2,64.4,0.8537
0.7,917,563,1415,1257,423,10.7,67.6,0.8703
1.2,1025,689,1189,1325,519,11.4,61.2,0.8236
1.4,1035,660,1222,1301,533,9.9,70.5,0.8581
1.2,1025,682,1197,1313,537,10.3,65.2,0.8151
1.3,1040,705,1149,1324,612,11,58.9,0.7714
1.8,1070,776,1065,1369,697,10.6,59.5,0.7595
1.2,964,692,1176,1292,573,10.6,57.7,0.7362
0.8,904,635,1269,1233,489,10.6,56.1,0.7149
0.8,913,626,1271,1234,474,10.3,58,0.7239
0.8,914,610,1322,1230,455,10.4,58.4,0.7352
0.7,893,587,1368,1219,433,10.7,58.2,0.7459
0.5,844,532,1499,1176,376,10.5,59.9,0.7624
0.3,837,518,1581,1182,360,10.5,60.8,0.7704
0.4,868,530,1482,1215,384,10.6,63.1,0.8068
0.3,825,489,1565,1171,363,11.1,60.1,0.7925
0.7,956,656,1251,1356,525,10.1,68.4,0.8443
1.6,1124,853,960,1531,873,10,68.7,0.8456
3.9,1496,1272,667,2011,1399,11,64.2,0.8398
4.5,1452,1354,620,2057,1501,12,58.1,0.8138
2.7,1172,1042,797,1641,1186,12.8,52,0.7643
1.6,1020,871,956,1426,911,12.6,50.8,0.7387
1.6,1044,900,934,1471,919,13.8,47.4,0.7435
1.6,1020,866,972,1429,791,15.1,42.7,0.7294
1.5,1009,885,994,1439,751,16.3,38.1,0.7006
1.8,1073,966,935,1537,805,16.6,36.7,0.6867
2.1,1098,971,877,1527,966,15.8,40.5,0.7241
1.7,1061,887,920,1462,869,16.3,41.8,0.7712
3,1289,1158,755,1791,1196,16.1,42.8,0.7783
4.6,1442,1337,630,2004,1523,15.3,46.8,0.8074
5,1479,1343,631,1995,1579,14.7,47,0.7815
3.5,1266,1138,726,1747,1370,14.1,49.6,0.7931
2.1,1149,952,845,1577,1204,13.5,54.1,0.8351
2.1,1168,954,843,1586,1201,12.3,59.2,0.8461
1.5,1079,847,925,1463,1122,11.6,62.2,0.851
1.1,1047,760,1032,1379,1003,11.5,61.4,0.8303
0.9,936,705,1086,1364,918,10.9,64.6,0.8395
0.7,900,635,1207,1307,836,11.1,63.2,0.8331
0.4,839,576,1325,1285,759,10.7,64.4,0.8284
0.66667,840,563,1349,1275,755,10.7,63.8,0.8174
0.9,905,670,1191,1346,820,10.2,65.8,0.8196
1.6,1079,875,947,1535,998,10.3,65.6,0.8225
3.9,1417,1246,669,1921,1403,10.8,64,0.8307
5,1529,1497,569,2278,1641,13.3,55.6,0.8453
4.3,1397,1248,659,1906,1534,15.8,46.8,0.8328
2.7,1214,1061,780,1662,1257,19.5,34.4,0.7738
2.1,1109,935,882,1518,1026,21.1,30.2,0.745
2.1,1122,993,859,1571,993,18.4,34.2,0.7185
3.9,1489,1270,633,1889,1638,13.5,53.4,0.8196
3.8,1451,1219,661,1804,1633,15,49.3,0.8364
3.8,1454,1225,661,1809,1654,17.1,42.1,0.812
3.9,1392,1210,689,1792,1559,18.4,36.9,0.7758
3.5,1351,1210,709,1783,1374,19.3,35.4,0.7824
4,1418,1282,681,1890,1418,19.2,35.7,0.7826
3,1303,1143,748,1734,1228,21.5,30.4,0.7677
3.1,1292,1116,746,1676,1293,19.6,34.6,0.7807
5.2,1560,1413,594,2046,1642,19.6,35.5,0.8017
5.9,1765,1507,533,2271,1895,18.3,44.1,0.9183
7.3,1875,1637,482,2446,2086,17.4,47.8,0.9392
6.1,1746,1409,553,2119,1898,16.8,49.8,0.9446
4.6,1607,1290,587,1960,1758,16.2,53.2,0.9723
2.5,1277,952,802,1607,1284,14.9,59.1,0.9928
2.2,1207,868,877,1532,1075,13.9,64,1.013
2,1209,863,882,1547,1084,13.7,66.8,1.041
1.9,1189,844,887,1566,1049,13.4,69.6,1.0688
1.6,1132,810,899,1532,1021,12.8,71.9,1.0632
1,974,635,1159,1387,778,12.9,68.5,1.0155
1,1033,686,1030,1420,948,11.9,74.8,1.038
1.2,1075,782,941,1505,988,11.6,76.4,1.0415
2,1242,978,778,1686,1184,11.7,75.3,1.0325
4.5,1657,1384,579,2176,1600,12.8,71,1.0428
4.1,1406,1258,636,1890,1495,13.8,61.1,0.9595
2.6,1150,973,827,1590,1188,15.3,51.4,0.8886
2.3,1184,983,823,1604,1166,16.6,48.7,0.9146
2.6,1223,1014,781,1666,1219,17.6,46.7,0.9324
2.4,1196,997,802,1644,1128,19.2,42.7,0.9425
4.3,1559,1267,653,2047,1373,15.7,62.5,1.1092
4.6,1544,1266,613,2066,1415,14.5,75.7,1.2425
4,1485,1223,650,1980,1302,14.4,77.4,1.2654
4.7,1498,1230,649,1963,1308,14.6,74.9,1.2391
5.7,1593,1378,582,2159,1449,14.6,76,1.2573
5.2,1529,1309,627,2083,1385,14,76.3,1.2166
6.4,1689,1474,560,2298,1492,13.9,78,1.2303
6,1535,1295,627,2039,1380,13.8,78,1.2229
3.4,1304,1067,737,1811,1167,13.5,79.4,1.2224
2.7,1235,963,803,1680,1095,13.1,80.1,1.2016
3.1,1281,977,794,1695,1105,12.8,81,1.1915
2.6,1167,904,846,1627,1051,12.7,80.6,1.1819
2.2,1134,863,869,1599,1009,12.5,81.8,1.1838
1.9,1100,829,887,1565,972,12.7,81.2,1.1849
0.6,852,646,1186,1321,793,14.2,52.2,0.8413
0.8,923,757,1041,1418,906,14.3,55.4,0.9003
4,1490,1368,627,2119,1541,14,58,0.9202
5.6,1662,1576,523,2417,1861,15.4,53.3,0.9289
5,1553,1354,621,2030,1895,19.1,42.1,0.9233
3.2,1423,1247,706,1887,1684,23.7,31,0.8968
3.8,1458,1350,677,1947,1731,26.9,25.7,0.8942
3.3,1349,1299,728,1838,1402,29.7,20.6,0.8478
3,1326,1265,757,1835,1246,29.2,21.5,0.8573
3.2,1356,1312,729,1865,1342,29.6,20.1,0.8181
4.4,1460,1438,680,1953,1489,30,19.4,0.81
4.6,1497,1449,679,1985,1532,29.5,20.1,0.8136
5.2,1645,1566,599,2228,1909,27,26.8,0.9403
4.8,1557,1483,615,2087,1757,24.9,30.8,0.954
5.6,1747,1608,557,2335,1983,23.1,36.7,1.0244
4.6,1482,1319,660,1975,1703,21.5,40.8,1.0333
1.8,1211,1010,816,1619,1246,20.5,41.5,0.9864
2.2,1294,1083,770,1687,1321,19.2,44.9,0.9875
2,1300,1043,777,1659,1375,18.8,47.7,1.0221
2.8,1402,1098,736,1729,1456,18.2,49.7,1.0284
2.6,1349,1097,707,1763,1442,16.1,57.4,1.0451
1.8,1161,938,827,1597,1243,16.3,55.3,1.0178
1.1,1022,802,916,1481,1078,15.7,53.6,0.9483
0.76667,948,700,1045,1430,939,16.9,49.8,0.9514
0.7,933,697,1045,1403,937,14.8,57.7,0.9644
0.9,1021,800,931,1483,1019,14,59.7,0.9499
1.5,1134,979,794,1639,1140,14.6,56.8,0.9385
2.5,1311,1147,681,1838,1351,16.7,51.9,0.9788
3,1409,1169,685,1874,1459,20,45,1.039
2.6,1301,1059,787,1727,1297,23.9,33.7,0.9837
2.6,1354,1130,765,1808,1291,26.8,29.5,1.0209
2.6,1391,1136,738,1840,1296,27.2,32.4,1.1493
1.9,1200,929,879,1623,972,26.9,32.1,1.1217
2,1338,1016,798,1766,1194,24.3,41.8,1.2561
1.7,1223,938,884,1610,880,25.6,36,1.1629
1.9,1278,1003,845,1691,909,27,31.8,1.1176
1.8,1257,973,860,1634,839,27.5,31.6,1.1417
2.8,1497,1171,725,1899,1248,24.9,38.1,1.1838
3.5,1567,1280,661,1970,1476,23.4,39.7,1.1276
3.4,1503,1203,651,1863,1502,21.2,50.8,1.2631
2,1169,850,906,1584,873,15.6,73.5,1.2953
1.1,1007,650,1157,1404,528,12.9,79.7,1.1774
1.3,1004,667,1157,1365,492,11.5,76.9,1.0436
1.2,967,661,1181,1321,463,12.2,66.8,0.9455
1.3,984,707,1131,1359,494,12.4,64.1,0.9209
1,931,689,1161,1317,503,12.7,58.7,0.8605
1.3,966,737,1083,1363,581,12.6,58.6,0.8529
0.73333,777,521,1535,1121,350,12.5,51.2,0.7374
0.3,763,471,1783,1098,305,12.5,50.9,0.7346
0.5,804,505,1718,1148,329,12.8,49.3,0.7285
0.6,830,535,1496,1184,375,13.5,48.6,0.7487
0.6,833,553,1476,1180,373,14.4,45.9,0.7476
0.8,875,603,1370,1206,385,15.1,43.9,0.7487
1,882,621,1346,1216,403,16.6,38.6,0.7236
0.9,862,635,1320,1193,393,17.2,35,0.6789
1,863,636,1290,1185,388,17.4,33.9,0.6683
0.8,830,596,1389,1145,371,17.9,30.7,0.6234
0.7,807,584,1488,1104,347,18.3,27.2,0.5675
0.9,873,675,1343,1181,396,19.4,25.7,0.5738
1.3,931,739,1274,1219,474,20.2,24.1,0.563
1.4,918,748,1228,1219,505,19.6,24.9,0.5625
1.5,1001,811,1122,1344,625,18.5,27.8,0.5843
2.7,1169,1039,883,1550,941,17.8,30.3,0.6129
2.5,1085,907,976,1419,893,16.6,34,0.6353
1.4,940,769,1103,1310,731,15.5,37,0.6447
2.8,1126,1083,875,1654,955,14.8,39.5,0.6595
2.1,978,858,1013,1379,761,14.5,42,0.6896
1.1,893,703,1192,1283,515,14.1,44.9,0.7206
0.7,838,601,1361,1220,434,14.2,45.5,0.7333
0.4,803,527,1513,1152,369,14.1,45.3,0.7247
0.3,775,477,1722,1115,335,14,44.3,0.7038
0.4,767,454,1826,1091,319,14.1,43,0.689
0.4,809,521,1575,1158,378,13.9,43.9,0.6923
0.8,898,676,1271,1307,517,14,43.8,0.6959
1.9,1053,880,982,1464,786,14.4,43.6,0.7113
2.1,1033,934,917,1490,844,15,41.7,0.7093
1.4,941,780,1080,1343,720,16.3,38.4,0.7052
1.4,941,782,1102,1328,668,18.3,32.3,0.676
1.3,917,772,1098,1311,605,18.8,31.7,0.6821
1.5,977,837,1038,1413,646,19.6,30.9,0.6968
1.6,994,851,1018,1436,640,20.2,30.7,0.7176
1.3,942,785,1065,1365,571,19.7,32.5,0.7396
1.4,981,810,1060,1395,605,20.7,31.6,0.7602
1.5,984,832,1034,1410,636,20,32.7,0.7545
2.2,1116,1003,864,1625,886,18.6,35.4,0.7535
3.2,1181,1114,787,1685,1032,18.3,35.9,0.7501
3,1163,1068,811,1616,977,17.8,37.5,0.7568
2.6,1081,950,907,1496,924,17.3,38.8,0.7584
1.6,1017,842,1000,1441,846,17.3,38.8,0.7596
1.5,966,778,1057,1359,755,16.4,40.8,0.7542
1.2,924,709,1158,1318,610,16,41.4,0.7487
0.8,861,601,1351,1225,439,15.4,43,0.7482
0.7,826,560,1424,1197,402,15.7,42.5,0.7539
0.5,846,557,1385,1212,406,15.6,43.4,0.7651
0.5,842,545,1423,1224,424,15.2,45.8,0.7864
0.56667,909,617,1236,1302,558,14.7,49.9,0.828
0.7,930,670,1143,1339,746,15.5,47.3,0.8282
1.4,1120,935,843,1593,1126,14.4,53.1,0.8677
4.1,1518,1389,589,2101,1703,15.9,48.5,0.8704
4.6,1461,1398,630,2050,1628,18.1,40.3,0.8294
1.9,1075,896,938,1487,936,19.6,35.9,0.81
1.9,1061,908,968,1455,890,22.8,29.1,0.796
1.7,1066,931,979,1474,757,24.8,25.3,0.7793
2.4,1179,1137,829,1651,949,27.2,22,0.7785
3,1251,1238,773,1779,1109,28.2,20.4,0.7677
2,1120,1048,898,1560,870,25.4,24.2,0.7733
2.7,1187,1142,840,1651,1011,25.7,23.8,0.7737
2.2,1145,1066,903,1592,885,27.2,22.1,0.7811
2.9,1215,1164,817,1689,1015,27,22.3,0.786
3.4,1317,1231,766,1798,1155,24.5,27.8,0.8433
3.9,1388,1341,702,1955,1315,23.7,30.2,0.8718
3.6,1295,1266,716,1849,1359,21.5,34.5,0.8746
2.5,1153,1066,811,1651,1194,19.9,37.8,0.8675
1.8,1078,932,905,1511,951,18.9,40.6,0.8771
2,1133,1012,806,1608,1054,17.9,43.5,0.884
1.3,1055,899,880,1504,980,17.4,46.3,0.9112
1,953,735,999,1396,898,18.1,44.7,0.9186
0.6,892,639,1139,1359,803,16.5,50.1,0.9331
0.6,895,632,1167,1347,684,14.2,56.9,0.9141
0.6,859,602,1209,1321,644,14.7,56.2,0.9341
0.5,856,619,1191,1345,677,16.3,52.8,0.9722
1.1,1030,880,892,1539,996,13.9,60.7,0.9597
5.5,1689,1560,529,2396,1736,15,58.3,0.9876
4.2,1486,1351,571,2112,1692,16.1,54.8,0.996
4.6,1592,1423,577,2155,2108,19.3,46.4,1.0248
3.4,1469,1252,692,1903,1807,24.2,33.8,1.0097
2.8,1364,1205,723,1850,1566,26.7,28.7,0.9895
2.5,1285,1123,755,1741,1293,27.4,28.2,1.0098
2.4,1311,1170,748,1787,1219,28.1,26.9,1.0094
3.2,1416,1348,684,1969,1330,27.7,26.5,0.9693
3.5,1387,1318,701,1890,1299,28.4,23.4,0.8935
2.9,1329,1185,768,1750,1111,28.4,26,0.9922
3.6,1496,1292,680,1878,1300,27.3,30,1.0752
4.8,1676,1525,567,2226,1653,24.3,37.3,1.1199
5.4,1724,1510,562,2252,1716,23.1,42.2,1.1746
5.3,1642,1426,597,2117,1720,21.8,43.6,1.1226
2.7,1267,1088,764,1740,1339,19.8,46.8,1.0702
1.4,1146,923,845,1575,1166,19.6,49.8,1.1221
1.6,1216,960,788,1662,1256,17.9,56.2,1.142
1.5,1128,891,838,1574,1125,17.4,55.6,1.0963
1,1042,772,923,1495,968,16.8,59.5,1.1269
0.6,926,639,1115,1409,814,15.9,60.1,1.0806
0.4,898,608,1154,1386,743,15.6,61.2,1.0784
0.76667,889,617,1168,1382,758,14.6,63.4,1.0446
0.8,959,734,1038,1470,861,13.3,67,1.0203
1.5,1097,956,827,1620,1047,12.9,66.5,0.9846
4.9,1674,1547,539,2405,1665,14.8,61.3,1.0237
7.2,1771,1690,461,2572,1982,16.1,56.5,1.0274
3.5,1408,1241,648,1886,1711,18.6,47.8,1.0143
2.1,1156,1009,875,1583,1204,23.8,30.2,0.8771
1.5,1042,941,971,1491,871,25.4,25,0.7966
2,1167,1128,829,1716,1040,25.6,25.5,0.8234
3.8,1398,1360,656,2037,1439,24.9,29.9,0.9325
3.4,1458,1321,654,2023,1516,22.4,37.9,1.016
4.4,1554,1379,614,2151,1693,21.7,44,1.1242
3.9,1495,1331,615,2069,1635,21.4,44.4,1.1176
4.9,1560,1424,579,2176,1688,20.8,45.3,1.1016
5.4,1664,1519,553,2312,1820,20.2,48.6,1.1354
6.5,1761,1610,502,2488,2006,20.2,50.8,1.1924
4.3,1524,1275,608,2046,1740,18.6,57.6,1.2233
2.9,1398,1189,646,1931,1577,18.2,58.8,1.2173
2.7,1342,1106,694,1856,1443,17.8,61,1.2352
2.8,1433,1104,681,1876,1411,17,70.7,1.3554
2.3,1297,1019,733,1823,1217,16.2,76.9,1.4051
1.7,1179,884,830,1696,1086,15.7,78.6,1.3943
1.2,1097,809,897,1628,1050,15.7,78.4,1.3917
1,1054,761,963,1598,965,15.7,77.4,1.3683
0.76667,1017,711,1009,1554,906,15.4,78.5,1.3635
0.8,1005,738,1005,1563,917,15.7,74.7,1.3194
1.7,1206,949,818,1771,1116,15.9,73.1,1.3136
3,1458,1249,662,2033,1380,16.6,68.2,1.2737
3.4,1405,1295,638,2065,1378,18.7,57.6,1.2323
3.3,1381,1199,685,1970,1365,17.6,65,1.2945
2.7,1315,1072,736,1833,1273,16.3,73.2,1.3458
